area_code,PRO_NAME,LEVEL_2_TYPE,priority_no,inc_unit,LEVEL_1_TYPE,LEVEL_3_TYPE
991Y,蔬菜项目,其他蔬菜,10,万元,生鲜果蔬类,
023Y,肉类熟食项目,红肠,1,万元,生鲜肉类,
028Y,活体项目,禽类,32,万元,活体类,
371Y,其他常温水果项目,百香果,14,万元,生鲜果蔬类,
371Y,海鲜水产项目,鱼类,9,万元,海鲜水产类,
371Y,干货项目,板栗,6,万元,南北干货类,
027Y,海鲜水产项目,海蜇,13,万元,海鲜水产类,
431Y,干货项目,核桃,3,万元,南北干货类,
024Y,猕猴桃项目,猕猴桃,20,万元,生鲜果蔬类,
513Y,肉类熟食项目,鸡肉,3,万元,生鲜肉类,
513Y,粮油副食项目,蛋奶制品,5,万元,生鲜肉类,
595Y,肉类熟食项目,其他肉类熟食,3,万元,生鲜肉类,
595Y,草莓项目,草莓,16,万元,生鲜果蔬类,
029Y,干货项目,坚果,5,万元,南北干货类,
512Y,蔬菜项目,土豆,7,万元,生鲜果蔬类,
022Y,其他常温水果项目,柿子,14,万元,生鲜果蔬类,
022Y,茶叶项目,茶叶,3,万元,茶叶类,
991Y,其他生鲜项目,西梅,11,万元,生鲜果蔬类,
991Y,枸杞项目,枸杞,26,万元,生鲜果蔬类,
752Y,大米项目,大米,22,万元,粮油米面调料类,
571Y,花卉苗木项目,种子,4,万元,花卉苗木类,
024Y,活体项目,虫类,22,万元,活体类,
551Y,中秋项目,月饼,8,万元,假日类,
898Y,茶叶项目,花茶,8,万元,茶叶类,
451Y,蔬菜项目,萝卜,4,万元,生鲜果蔬类,
451Y,花卉苗木项目,百合,12,万元,花卉苗木类,
024Y,海鲜水产项目,水鱼,1,万元,海鲜水产类,
532Y,肉类熟食项目,蛋奶制品,7,万元,生鲜肉类,
536Y,肉类熟食项目,其他肉类熟食,5,万元,生鲜肉类,
536Y,茶叶项目,茶叶,6,万元,茶叶类,
513Y,海鲜水产项目,海参,2,万元,海鲜水产类,
592Y,其他常温水果项目,木瓜,5,万元,生鲜果蔬类,
517Y,蓝莓项目,蓝莓,11,万元,生鲜果蔬类,
510Y,干货项目,核桃,12,万元,南北干货类,
991Y,蔬菜项目,羊肚菌,10,万元,生鲜果蔬类,
991Y,肉类熟食项目,其他肉类熟食,6,万元,生鲜肉类,
752Y,活体项目,禽类,23,万元,活体类,
351Y,活体项目,虫类,22,万元,活体类,
512Y,活体项目,虫类,20,万元,活体类,
010Y,石榴项目,石榴,28,万元,生鲜果蔬类,
769Y,海鲜水产项目,水鱼,8,万元,海鲜水产类,
771Y,花卉苗木项目,树苗,8,万元,花卉苗木类,
851Y,肉类熟食项目,肉丸,2,万元,生鲜肉类,
371Y,粮油副食项目,黄豆,11,万元,粮油米面调料类,
027Y,茶叶项目,茶叶,4,万元,茶叶类,
791Y,牛羊肉项目,牛羊肉,13,万元,生鲜肉类,
025Y,粮油副食项目,粮油米面调料,11,万元,粮油米面调料类,
351Y,蔬菜项目,萝卜,10,万元,生鲜果蔬类,
029Y,桃项目,杏子,13,万元,生鲜果蔬类,
029Y,蔬菜项目,山药,11,万元,生鲜果蔬类,
771Y,粮油副食项目,大米,7,万元,粮油米面调料类,
020Y,桃项目,水蜜桃,14,万元,生鲜果蔬类,
851Y,其他常温水果项目,百香果,7,万元,生鲜果蔬类,
451Y,海鲜水产项目,鱼类,7,万元,海鲜水产类,
027Y,海鲜水产项目,海参,13,万元,海鲜水产类,
731Y,蟹项目,蟹类,14,万元,海鲜水产类,
731Y,蔬菜项目,辣椒,3,万元,生鲜果蔬类,
536Y,海鲜水产项目,水鱼,1,万元,海鲜水产类,
351Y,蔬菜项目,羊肚菌,10,万元,生鲜果蔬类,
029Y,枸杞项目,枸杞,8,万元,生鲜果蔬类,
028Y,李子项目,李子,9,万元,生鲜果蔬类,
871Y,蔬菜项目,土豆,4,万元,生鲜果蔬类,
871Y,荔枝项目,荔枝,21,万元,生鲜果蔬类,
571Y,梨项目,梨,18,万元,生鲜果蔬类,
023Y,海鲜水产项目,其他海鲜水产,13,万元,海鲜水产类,
771Y,海鲜水产项目,水鱼,5,万元,海鲜水产类,
898Y,花卉苗木项目,花木盆景,13,万元,花卉苗木类,
371Y,滋补品项目,鹿产品类,2,万元,南北干货类,
027Y,其他常温水果项目,香蕉,7,万元,生鲜果蔬类,
731Y,滋补品项目,银耳,22,万元,南北干货类,
531Y,肉类熟食项目,红肠,1,万元,生鲜肉类,
531Y,草莓项目,草莓,23,万元,生鲜果蔬类,
316Y,花卉苗木项目,树苗,6,万元,花卉苗木类,
024Y,蔬菜项目,土豆,21,万元,生鲜果蔬类,
592Y,荔枝项目,荔枝,14,万元,生鲜果蔬类,
755Y,其他常温水果项目,甜瓜,12,万元,生鲜果蔬类,
022Y,樱桃项目,樱桃,18,万元,生鲜果蔬类,
022Y,蓝莓项目,蓝莓,20,万元,生鲜果蔬类,
577Y,海鲜水产项目,牡蛎,2,万元,海鲜水产类,
991Y,杏项目,杏子,5,万元,生鲜果蔬类,
023Y,蔬菜项目,水果玉米,9,万元,生鲜果蔬类,
023Y,干货项目,银耳,16,万元,南北干货类,
757Y,活体项目,禽类,33,万元,活体类,
898Y,活体项目,禽类,19,万元,活体类,
551Y,石榴项目,石榴,16,万元,生鲜果蔬类,
010Y,芒果项目,芒果,31,万元,生鲜果蔬类,
769Y,其他常温水果项目,释迦,4,万元,生鲜果蔬类,
731Y,海鲜水产项目,海参,7,万元,海鲜水产类,
532Y,花卉苗木项目,百合,9,万元,花卉苗木类,
025Y,海鲜水产项目,虾类,10,万元,海鲜水产类,
592Y,肉类熟食项目,其他肉类熟食,6,万元,生鲜肉类,
752Y,滋补品项目,中药材,7,万元,南北干货类,
757Y,肉类熟食项目,其他肉类熟食,3,万元,生鲜肉类,
931Y,干货项目,坚果,9,万元,休闲零食类,
020Y,花卉苗木项目,鲜花,5,万元,花卉苗木类,
371Y,粮油副食项目,粮油米面调料,11,万元,粮油米面调料类,
451Y,蔬菜项目,其他蔬菜,4,万元,生鲜果蔬类,
451Y,花卉苗木项目,鲜花,12,万元,花卉苗木类,
431Y,肉类熟食项目,蛋奶制品,4,万元,生鲜肉类,
431Y,参茸项目,松茸,1,万元,生鲜果蔬类,
025Y,海鲜水产项目,水鱼,10,万元,海鲜水产类,
513Y,蔬菜项目,食用菌,4,万元,生鲜果蔬类,
510Y,其他常温水果项目,猕猴桃,5,万元,生鲜果蔬类,
510Y,肉类熟食项目,其他肉类熟食,9,万元,生鲜肉类,
752Y,茶叶项目,茶叶,4,万元,茶叶类,
760Y,其他常温水果项目,杨桃,6,万元,生鲜果蔬类,
023Y,滋补品项目,蜂蜜,4,万元,南北干货类,
591Y,茶叶项目,茶叶,1,万元,茶叶类,
771Y,花卉苗木项目,种子,8,万元,花卉苗木类,
851Y,苹果项目,苹果,16,万元,生鲜果蔬类,
451Y,蔬菜项目,香菇,4,万元,生鲜果蔬类,
731Y,其他常温水果项目,八月瓜,23,万元,生鲜果蔬类,
531Y,蟹项目,青蟹,17,万元,海鲜水产类,
316Y,苹果项目,苹果,13,万元,生鲜果蔬类,
025Y,其他常温水果项目,苹果,8,万元,生鲜果蔬类,
574Y,蔬菜项目,红薯,7,万元,生鲜果蔬类,
760Y,肉类熟食项目,鸡肉,5,万元,生鲜肉类,
023Y,蔬菜项目,土豆,9,万元,生鲜果蔬类,
771Y,茶叶项目,茶叶,4,万元,茶叶类,
020Y,蔬菜项目,其他蔬菜,6,万元,生鲜果蔬类,
020Y,蔬菜项目,土豆,6,万元,生鲜果蔬类,
851Y,茶叶项目,茶叶,1,万元,茶叶类,
371Y,花卉苗木项目,种子,8,万元,花卉苗木类,
431Y,大米项目,大米,6,万元,粮油米面调料类,
531Y,枣项目,鲜枣,13,万元,生鲜果蔬类,
532Y,干货项目,鹿产品类,4,万元,南北干货类,
021Y,龙虾项目,小龙虾,10,万元,海鲜水产类,
755Y,龙眼项目,龙眼,14,万元,生鲜果蔬类,
022Y,牛羊肉项目,牛羊肉,6,万元,生鲜肉类,
577Y,中秋项目,月饼,6,万元,假日类,
752Y,杨梅项目,杨梅,19,万元,生鲜果蔬类,
571Y,花卉苗木项目,树苗,4,万元,花卉苗木类,
531Y,活体项目,观赏类,24,万元,活体类,
027Y,活体项目,禽类,25,万元,活体类,
769Y,肉类熟食项目,其他肉类熟食,7,万元,生鲜肉类,
769Y,其他常温水果项目,板栗,4,万元,生鲜果蔬类,
371Y,中秋项目,月饼,7,万元,假日类,
431Y,茶叶项目,茶叶,7,万元,茶叶类,
579Y,花卉苗木项目,百合,5,万元,花卉苗木类,
579Y,干货项目,南北干货,17,万元,南北干货类,
025Y,龙虾项目,小龙虾,13,万元,海鲜水产类,
595Y,蔬菜项目,辣椒,11,万元,生鲜果蔬类,
595Y,粮油副食项目,蛋奶制品,12,万元,生鲜肉类,
592Y,榴莲项目,榴莲,17,万元,生鲜果蔬类,
029Y,猕猴桃项目,猕猴桃,2,万元,生鲜果蔬类,
755Y,海鲜水产项目,水鱼,6,万元,海鲜水产类,
871Y,芒果项目,芒果,15,万元,生鲜果蔬类,
023Y,蔬菜项目,椿芽,9,万元,生鲜果蔬类,
592Y,活体项目,禽类,23,万元,活体类,
351Y,活体项目,观赏类,22,万元,活体类,
931Y,枸杞项目,鲜枸杞,8,万元,生鲜果蔬类,
020Y,龙眼项目,龙眼,13,万元,生鲜果蔬类,
898Y,肉类熟食项目,鸡肉,6,万元,生鲜肉类,
371Y,大米项目,大米,15,万元,粮油米面调料类,
451Y,肉类熟食项目,肉丸,2,万元,生鲜肉类,
531Y,蔬菜项目,其他蔬菜,2,万元,生鲜果蔬类,
316Y,蔬菜项目,其他蔬菜,5,万元,生鲜果蔬类,
579Y,桃项目,鹰嘴桃,11,万元,生鲜果蔬类,
536Y,蔬菜项目,羊肚菌,3,万元,生鲜果蔬类,
592Y,蔬菜项目,鲜枸杞,8,万元,生鲜果蔬类,
029Y,蔬菜项目,辣椒,11,万元,生鲜果蔬类,
760Y,花卉苗木项目,花木盆景,12,万元,花卉苗木类,
871Y,桃项目,水蜜桃,18,万元,生鲜果蔬类,
010Y,柚子项目,柚子,26,万元,生鲜果蔬类,
757Y,瓜项目,木瓜,24,万元,生鲜果蔬类,
591Y,海鲜水产项目,贝类,2,万元,海鲜水产类,
591Y,海鲜水产项目,水鱼,2,万元,海鲜水产类,
851Y,蔬菜项目,红薯,3,万元,生鲜果蔬类,
851Y,其他常温水果项目,山楂,7,万元,生鲜果蔬类,
731Y,其他常温水果项目,杨桃,23,万元,生鲜果蔬类,
531Y,蔬菜项目,山菜,2,万元,生鲜果蔬类,
532Y,蔬菜项目,土豆,5,万元,生鲜果蔬类,
471Y,蔬菜项目,萝卜,2,万元,生鲜果蔬类,
471Y,茶叶项目,花茶,6,万元,茶叶类,
592Y,其他常温水果项目,柠檬,5,万元,生鲜果蔬类,
752Y,蔬菜项目,萝卜,9,万元,生鲜果蔬类,
023Y,蔬菜项目,食用菌,9,万元,生鲜果蔬类,
010Y,蟹项目,青蟹,15,万元,海鲜水产类,
757Y,梨项目,梨,29,万元,生鲜果蔬类,
757Y,瓜项目,哈密瓜,24,万元,生鲜果蔬类,
591Y,粽子项目,粽子,10,万元,假日类,
931Y,粮油副食项目,粮油米面调料,10,万元,粮油米面调料类,
731Y,蔬菜项目,食用菌,3,万元,生鲜果蔬类,
731Y,龙虾项目,小龙虾,15,万元,海鲜水产类,
024Y,其他常温水果项目,柿子,12,万元,生鲜果蔬类,
024Y,花卉苗木项目,树苗,9,万元,花卉苗木类,
532Y,肉类熟食项目,红肠,7,万元,生鲜肉类,
513Y,蔬菜项目,土豆,4,万元,生鲜果蔬类,
028Y,蔬菜项目,桑葚,11,万元,生鲜果蔬类,
028Y,花卉苗木项目,种子,12,万元,花卉苗木类,
991Y,其他常温水果项目,百香果,18,万元,生鲜果蔬类,
991Y,花卉苗木项目,鲜花,25,万元,花卉苗木类,
851Y,活体项目,虫类,26,万元,活体类,
769Y,苹果项目,苹果,16,万元,生鲜果蔬类,
731Y,蔬菜项目,鸡头米,3,万元,生鲜果蔬类,
531Y,葡萄项目,葡萄,20,万元,生鲜果蔬类,
316Y,枣项目,鲜枣,9,万元,生鲜果蔬类,
579Y,蔬菜项目,红薯,4,万元,生鲜果蔬类,
024Y,参茸项目,参产品类,18,万元,南北干货类,
536Y,蔬菜项目,香菇,3,万元,生鲜果蔬类,
592Y,蔬菜项目,红薯,8,万元,生鲜果蔬类,
029Y,花卉苗木项目,树苗,17,万元,花卉苗木类,
755Y,海鲜水产项目,虾类,6,万元,海鲜水产类,
577Y,其他常温水果项目,柚子,10,万元,生鲜果蔬类,
752Y,海鲜水产项目,海参,1,万元,海鲜水产类,
752Y,其他常温水果项目,人参果,8,万元,生鲜果蔬类,
023Y,枇杷项目,枇杷,14,万元,生鲜果蔬类,
513Y,活体项目,虫类,18,万元,活体项目,
010Y,蓝莓项目,蓝莓,27,万元,生鲜果蔬类,
757Y,海鲜水产项目,海参,2,万元,海鲜水产类,
371Y,其他常温水果项目,山楂,14,万元,生鲜果蔬类,
592Y,枇杷项目,枇杷,16,万元,生鲜果蔬类,
022Y,蔬菜项目,红薯,7,万元,生鲜果蔬类,
022Y,蔬菜项目,凉瓜,7,万元,生鲜果蔬类,
022Y,海鲜水产项目,小龙虾,1,万元,海鲜水产类,
510Y,中秋项目,月饼,4,万元,假日类,
510Y,花卉苗木项目,干花,8,万元,花卉苗木类,
991Y,其他生鲜项目,无花果,11,万元,生鲜果蔬类,
752Y,蔬菜项目,香菇,9,万元,生鲜果蔬类,
760Y,海鲜水产项目,海参,2,万元,海鲜水产类,
871Y,肉类熟食项目,其他肉类熟食,9,万元,生鲜肉类,
571Y,肉类熟食项目,肉丸,17,万元,生鲜肉类,
023Y,牛羊肉项目,牛羊肉,11,万元,生鲜肉类,
769Y,花卉苗木项目,树苗,10,万元,花卉苗木类,
757Y,其他常温水果项目,柿子,8,万元,生鲜果蔬类,
371Y,蟹项目,青蟹,19,万元,海鲜水产类,
451Y,干货项目,干枣,6,万元,南北干货类,
311Y,粽子项目,粽子,19,万元,假日类,
579Y,花卉苗木项目,种子,5,万元,花卉苗木类,
351Y,茶叶项目,花茶,7,万元,茶叶类,
029Y,茶叶项目,花茶,4,万元,茶叶类,
755Y,龙虾项目,小龙虾,15,万元,海鲜水产类,
755Y,海鲜水产项目,牡蛎,6,万元,海鲜水产类,
512Y,蔬菜项目,鸡头米,7,万元,生鲜果蔬类,
022Y,海鲜水产项目,牡蛎,1,万元,海鲜水产类,
991Y,海鲜水产项目,虾类,19,万元,海鲜水产类,
024Y,活体项目,禽类,22,万元,活体类,
591Y,蔬菜项目,其他蔬菜,7,万元,生鲜果蔬类,
898Y,蔬菜项目,笋,4,万元,生鲜果蔬类,
431Y,中秋项目,月饼,12,万元,假日类,
513Y,蔬菜项目,椿芽,4,万元,生鲜果蔬类,
574Y,蔬菜项目,山药,7,万元,生鲜果蔬类,
592Y,蔬菜项目,辣椒,8,万元,生鲜果蔬类,
592Y,花卉苗木项目,干花,4,万元,花卉苗木类,
755Y,海鲜水产项目,查干湖鱼,6,万元,海鲜水产类,
028Y,苹果项目,苹果,21,万元,生鲜果蔬类,
022Y,其他常温水果项目,莲雾,14,万元,生鲜果蔬类,
022Y,粮油副食项目,花椒,11,万元,粮油米面调料类,
510Y,蔬菜项目,香菇,6,万元,生鲜果蔬类,
023Y,蔬菜项目,莲藕,9,万元,生鲜果蔬类,
023Y,草莓项目,草莓,20,万元,生鲜果蔬类,
591Y,肉类熟食项目,其他肉类熟食,3,万元,生鲜肉类,
771Y,李子项目,李子,16,万元,生鲜果蔬类,
851Y,枇杷项目,枇杷,18,万元,生鲜果蔬类,
898Y,其他常温水果项目,圣女果,1,万元,生鲜果蔬类,
532Y,粮油副食项目,黄豆,14,万元,粮油米面调料类,
536Y,其他常温水果项目,柿子,21,万元,生鲜果蔬类,
029Y,干货项目,鹿产品类,5,万元,南北干货类,
517Y,蔬菜项目,红薯,6,万元,生鲜果蔬类,
577Y,花卉苗木项目,树苗,8,万元,花卉苗木类,
991Y,蔬菜项目,食用菌,10,万元,生鲜果蔬类,
752Y,干货项目,咖啡,10,万元,其他,
023Y,猕猴桃项目,猕猴桃,19,万元,生鲜果蔬类,
591Y,花卉苗木项目,鲜花,9,万元,花卉苗木类,
931Y,花卉苗木项目,花木盆景,12,万元,花卉苗木类,
020Y,蔬菜项目,羊肚菌,6,万元,生鲜果蔬类,
731Y,蟹项目,青蟹,14,万元,海鲜水产类,
579Y,蔬菜项目,土豆,4,万元,生鲜果蔬类,
579Y,肉类熟食项目,牛羊肉,2,万元,生鲜肉类,
532Y,花卉苗木项目,花木盆景,9,万元,花卉苗木类,
351Y,蔬菜项目,山菜,10,万元,生鲜果蔬类,
351Y,花卉苗木项目,百合,13,万元,花卉苗木类,
755Y,蔬菜项目,食用菌,9,万元,生鲜果蔬类,
510Y,蔬菜项目,其他蔬菜,6,万元,生鲜果蔬类,
010Y,滋补品项目,中药材,8,万元,南北干货类,
451Y,其他常温水果项目,桔橙,5,万元,生鲜果蔬类,
731Y,蔬菜项目,笋,3,万元,生鲜果蔬类,
731Y,其他常温水果项目,释迦,23,万元,生鲜果蔬类,
531Y,海鲜水产项目,海蜇,5,万元,海鲜水产类,
531Y,其他常温水果项目,圣女果,12,万元,生鲜果蔬类,
791Y,蔬菜项目,其他蔬菜,6,万元,生鲜果蔬类,
791Y,蔬菜项目,羊肚菌,6,万元,生鲜果蔬类,
579Y,蔬菜项目,辣椒,4,万元,生鲜果蔬类,
532Y,花卉苗木项目,树苗,9,万元,花卉苗木类,
025Y,蔬菜项目,凉瓜,5,万元,生鲜果蔬类,
025Y,其他常温水果项目,火龙果,8,万元,生鲜果蔬类,
592Y,蔬菜项目,折耳根,8,万元,生鲜果蔬类,
029Y,蔬菜项目,红薯,11,万元,生鲜果蔬类,
577Y,海鲜水产项目,小龙虾,2,万元,海鲜水产类,
752Y,牛羊肉项目,牛羊肉,3,万元,生鲜肉类,
931Y,滋补品项目,百合,2,万元,南北干货类,
851Y,茶叶项目,花茶,1,万元,茶叶类,
898Y,蟹项目,海蟹,18,万元,海鲜水产类,
027Y,其他常温水果项目,火龙果,7,万元,生鲜果蔬类,
027Y,干货项目,坚果,10,万元,南北干货类,
731Y,李子项目,李子,18,万元,生鲜果蔬类,
431Y,海鲜水产项目,虾类,5,万元,海鲜水产类,
532Y,干货项目,南北干货,4,万元,南北干货类,
025Y,其他常温水果项目,草莓,8,万元,生鲜果蔬类,
513Y,粮油副食项目,花椒,5,万元,粮油米面调料类,
471Y,牛羊肉项目,牛羊肉,1,万元,生鲜肉类,
574Y,海鲜水产项目,牡蛎,1,万元,海鲜水产类,
351Y,桃项目,水蜜桃,12,万元,生鲜果蔬类,
512Y,枇杷项目,枇杷,2,万元,生鲜果蔬类,
577Y,粽子项目,粽子,9,万元,假日类,
760Y,其他常温水果项目,香蕉,6,万元,生鲜果蔬类,
871Y,花卉苗木项目,树苗,1,万元,花卉苗木类,
571Y,蔬菜项目,辣椒,2,万元,生鲜果蔬类,
023Y,蔬菜项目,核桃,9,万元,生鲜果蔬类,
769Y,其他常温水果项目,黑老虎,4,万元,生鲜果蔬类,
769Y,海鲜水产项目,牡蛎,8,万元,海鲜水产类,
757Y,其他常温水果项目,香蕉,8,万元,生鲜果蔬类,
771Y,蔬菜项目,辣椒,18,万元,生鲜果蔬类,
851Y,蔬菜项目,土豆,3,万元,生鲜果蔬类,
851Y,海鲜水产项目,海参,25,万元,海鲜水产类,
371Y,石榴项目,石榴,18,万元,生鲜果蔬类,
451Y,海鲜水产项目,贝类,7,万元,海鲜水产类,
579Y,其他常温水果项目,人参果,16,万元,生鲜果蔬类,
532Y,桃项目,鹰嘴桃,21,万元,生鲜果蔬类,
532Y,粮油副食项目,粮油米面调料,14,万元,粮油米面调料类,
536Y,蓝莓项目,蓝莓,19,万元,生鲜果蔬类,
351Y,大米项目,大米,17,万元,粮油米面调料类,
028Y,干货项目,核桃,8,万元,南北干货类,
517Y,花卉苗木项目,种子,2,万元,花卉苗木类,
022Y,花卉苗木项目,百合,8,万元,花卉苗木类,
577Y,海鲜水产项目,水鱼,2,万元,海鲜水产类,
577Y,海鲜水产项目,贝类,2,万元,海鲜水产类,
510Y,蔬菜项目,羊肚菌,6,万元,生鲜果蔬类,
991Y,其他常温水果项目,其他水果,18,万元,生鲜果蔬类,
752Y,粮油副食项目,蛋奶制品,14,万元,生鲜肉类,
871Y,其他常温水果项目,梨,7,万元,生鲜果蔬类,
023Y,中秋项目,月饼,8,万元,假日类,
023Y,李子项目,李子,3,万元,生鲜果蔬类,
023Y,蓝莓项目,蓝莓,26,万元,生鲜果蔬类,
551Y,肉类熟食项目,鸡肉,3,万元,生鲜肉类,
769Y,其他常温水果项目,黄皮,4,万元,生鲜果蔬类,
851Y,粮油副食项目,花椒,10,万元,粮油米面调料类,
316Y,牛羊肉项目,牛羊肉,2,万元,生鲜肉类,
024Y,蟹项目,青蟹,4,万元,海鲜水产类,
025Y,蔬菜项目,土豆,5,万元,生鲜果蔬类,
574Y,花卉苗木项目,干花,8,万元,花卉苗木类,
755Y,干货项目,板栗,3,万元,生鲜果蔬类,
022Y,其他常温水果项目,桔橙,14,万元,生鲜果蔬类,
577Y,花卉苗木项目,花木盆景,8,万元,花卉苗木类,
871Y,花卉苗木项目,花木盆景,1,万元,花卉苗木类,
023Y,干货项目,干枣,16,万元,南北干货类,
851Y,其他常温水果项目,黑老虎,7,万元,生鲜果蔬类,
371Y,蔬菜项目,辣椒,4,万元,生鲜果蔬类,
027Y,滋补品项目,艾草,6,万元,南北干货类,
027Y,蔬菜项目,山药,2,万元,生鲜果蔬类,
027Y,其他常温水果项目,柚子,7,万元,生鲜果蔬类,
531Y,蔬菜项目,凉瓜,2,万元,生鲜果蔬类,
791Y,蔬菜项目,辣椒,6,万元,生鲜果蔬类,
579Y,干货项目,银耳,17,万元,南北干货类,
532Y,蔬菜项目,山药,5,万元,生鲜果蔬类,
513Y,肉类熟食项目,蚕蛹,3,万元,生鲜肉类,
513Y,海鲜水产项目,鲅鱼,2,万元,海鲜水产类,
592Y,肉类熟食项目,肉丸,6,万元,生鲜肉类,
592Y,蟹项目,青蟹,12,万元,海鲜水产类,
021Y,海鲜水产项目,鲅鱼,2,万元,海鲜水产类,
517Y,花卉苗木项目,鲜花,2,万元,花卉苗木类,
512Y,石榴项目,石榴,19,万元,生鲜果蔬类,
577Y,海鲜水产项目,虾类,2,万元,海鲜水产类,
760Y,蔬菜项目,凉瓜,13,万元,生鲜果蔬类,
571Y,花卉苗木项目,干花,4,万元,花卉苗木类,
010Y,海鲜水产项目,海参,6,万元,海鲜水产类,
010Y,茶叶项目,茶叶,5,万元,茶叶类,
769Y,其他常温水果项目,菇娘,4,万元,生鲜果蔬类,
769Y,其他常温水果项目,其他水果,4,万元,生鲜果蔬类,
757Y,干货项目,咖啡,11,万元,其他,
591Y,活体项目,观赏类,2,万元,活体类,
898Y,蔬菜项目,萝卜,4,万元,生鲜果蔬类,
027Y,瓜项目,网纹瓜,22,万元,生鲜果蔬类,
431Y,海鲜水产项目,查干湖鱼,5,万元,海鲜水产类,
431Y,瓜项目,甜瓜,11,万元,生鲜果蔬类,
531Y,滋补品项目,蜂蜜,14,万元,其他,
536Y,干货项目,坚果,10,万元,南北干货类,
512Y,蔬菜项目,食用菌,7,万元,生鲜果蔬类,
752Y,桔橙项目,桔橙,18,万元,生鲜果蔬类,
471Y,活体项目,观赏类,14,万元,活体类,
931Y,梨项目,梨,22,万元,生鲜果蔬类,
451Y,大米项目,粮油米面调料,3,万元,粮油米面调料类,
731Y,其他常温水果项目,板栗,23,万元,生鲜果蔬类,
531Y,枣项目,干枣,13,万元,生鲜果蔬类,
531Y,苹果项目,苹果,16,万元,生鲜果蔬类,
311Y,茶叶项目,茶叶,4,万元,茶叶类,
311Y,滋补品项目,中药材,1,万元,南北干货类,
513Y,花卉苗木项目,干花,8,万元,花卉苗木类,
471Y,瓜项目,哈密瓜,7,万元,生鲜果蔬类,
028Y,参茸项目,松茸,5,万元,生鲜果蔬类,
512Y,中秋项目,月饼,5,万元,假日类,
752Y,粮油副食项目,粮油米面调料,14,万元,粮油米面调料类,
752Y,其他常温水果项目,八月瓜,8,万元,生鲜果蔬类,
760Y,蟹项目,海蟹,18,万元,海鲜水产类,
769Y,活体项目,观赏类,18,万元,活体类,
551Y,花卉苗木项目,树苗,9,万元,花卉苗木类,
757Y,海鲜水产项目,鲅鱼,2,万元,海鲜水产类,
931Y,瓜项目,哈密瓜,16,万元,生鲜果蔬类,
451Y,大米项目,黄豆,3,万元,粮油米面调料类,
531Y,蔬菜项目,香菇,2,万元,生鲜果蔬类,
024Y,蔬菜项目,红薯,6,万元,生鲜果蔬类,
536Y,蔬菜项目,山菜,3,万元,生鲜果蔬类,
025Y,蔬菜项目,食用菌,5,万元,生鲜果蔬类,
513Y,花卉苗木项目,树苗,8,万元,花卉苗木类,
021Y,蟹项目,蟹类,6,万元,海鲜水产类,
022Y,瓜项目,哈密瓜,21,万元,生鲜果蔬类,
510Y,粮油副食项目,粮油米面调料,11,万元,粮油米面调料类,
760Y,粮油副食项目,粮油米面调料,15,万元,粮油米面调料类,
760Y,海鲜水产项目,海蜇,2,万元,海鲜水产类,
023Y,花卉苗木项目,苗木,5,万元,花卉苗木类,
010Y,桃项目,水蜜桃,1,万元,生鲜果蔬类,
757Y,蔬菜项目,山药,14,万元,生鲜果蔬类,
931Y,粮油副食项目,黄豆,10,万元,粮油米面调料类,
020Y,蔬菜项目,笋,6,万元,生鲜果蔬类,
371Y,蔬菜项目,红薯,4,万元,生鲜果蔬类,
731Y,其他常温水果项目,菠萝蜜,23,万元,生鲜果蔬类,
431Y,肉类熟食项目,红肠,4,万元,生鲜肉类,
531Y,蔬菜项目,萝卜,2,万元,生鲜果蔬类,
531Y,肉类熟食项目,其他肉类熟食,1,万元,生鲜肉类,
316Y,海鲜水产项目,贝类,1,万元,海鲜水产类,
536Y,肉类熟食项目,蚕蛹,5,万元,生鲜肉类,
536Y,粮油副食项目,粮油米面调料,9,万元,粮油米面调料类,
025Y,其他常温水果项目,桔橙,8,万元,生鲜果蔬类,
592Y,其他常温水果项目,红毛丹,5,万元,生鲜果蔬类,
010Y,中秋项目,月饼,2,万元,假日类,
731Y,其他常温水果项目,菇娘,23,万元,生鲜果蔬类,
311Y,蔬菜项目,红薯,6,万元,生鲜果蔬类,
595Y,海鲜水产项目,海参,2,万元,海鲜水产类,
510Y,海鲜水产项目,其他海鲜水产,14,万元,海鲜水产类,
510Y,肉类熟食项目,红肠,9,万元,生鲜肉类,
991Y,其他常温水果项目,圣女果,18,万元,生鲜果蔬类,
760Y,蔬菜项目,羊肚菌,13,万元,生鲜果蔬类,
757Y,芒果项目,芒果,21,万元,生鲜果蔬类,
020Y,其他常温水果项目,桔橙,12,万元,生鲜果蔬类,
851Y,干货项目,坚果,11,万元,南北干货类,
898Y,海鲜水产项目,海蜇,5,万元,海鲜水产类,
371Y,蔬菜项目,山药,4,万元,生鲜果蔬类,
029Y,枇杷项目,枇杷,23,万元,生鲜果蔬类,
021Y,蟹项目,海蟹,6,万元,海鲜水产类,
752Y,其他常温水果项目,百香果,8,万元,生鲜果蔬类,
023Y,活体项目,观赏类,13,万元,活体类,
551Y,花卉苗木项目,干花,9,万元,花卉苗木类,
931Y,蔬菜项目,羊肚菌,7,万元,生鲜果蔬类,
771Y,肉类熟食项目,其他肉类熟食,6,万元,生鲜肉类,
531Y,海鲜水产项目,牡蛎,5,万元,海鲜水产类,
316Y,茶叶项目,茶叶,11,万元,茶叶类,
