area_code,PRO_NAME,LEVEL_2_TYPE,inc_unit,LEVEL_1_TYPE,LEVEL_3_TYPE
027Y,蔬菜项目,生鲜蔬菜,,生鲜类,葱姜蒜椒
027Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
029Y,干货项目,饮料冲调,,副食干货类,咖啡/奶茶
316Y,海鲜水产项目,海鲜水产,,生鲜类,海胆
351Y,常温水果项目,生鲜水果,,生鲜类,青梅
371Y,常温水果项目,生鲜水果,,生鲜类,槟榔
431Y,蟹项目,蟹类,,生鲜类,面包蟹
431Y,肉类熟食项目,生鲜肉类,,生鲜类,鹅肉
451Y,预制菜项目,熟食类,,副食干货类,凉拌菜
451Y,花卉苗木项目,绿植园艺,,农业生产,永生花
510Y,海鲜水产项目,海鲜水产,,生鲜类,刀鱼
510Y,海鲜水产项目,海鲜水产,,生鲜类,虾类
513Y,预制菜项目,熟食类,,副食干货类,香肠火腿
513Y,蔬菜项目,生鲜蔬菜,,生鲜类,香菇
513Y,海鲜水产项目,海鲜水产,,生鲜类,甲鱼
517Y,预制菜项目,熟食类,,副食干货类,熟食蛋类
531Y,禽鱼项目,活体类,,生鲜类,观赏类
551Y,滋补品项目,中药材,,医药保健,鹿鞭
571Y,海鲜水产项目,海鲜水产,,生鲜类,海兔子
571Y,常温水果项目,生鲜水果,,生鲜类,木瓜
577Y,蔬菜项目,生鲜蔬菜,,生鲜类,南瓜
595Y,海鲜水产项目,海鲜水产,,生鲜类,鱼杂
731Y,肉类熟食项目,生鲜肉类,,生鲜类,蛙肉
731Y,茶叶项目,茶类,,副食干货类,陈皮
752Y,茶叶项目,茶类,,副食干货类,青茶
755Y,花卉苗木项目,绿植园艺,万元,农业生产,苗木
757Y,蔬菜项目,生鲜蔬菜,,生鲜类,菜苗
769Y,苹果项目,生鲜水果,万元,生鲜类,苹果
771Y,预制菜项目,熟食类,,副食干货类,腊味腊肉
851Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
851Y,海鲜水产项目,海鲜水产,,生鲜类,海参
898Y,茶叶项目,茶类,,副食干货类,苦茶
931Y,蔬菜项目,生鲜蔬菜,,生鲜类,椿菜
931Y,粮油副食项目,粮油调味,,副食干货类,豆类
010Y,花卉苗木项目,鲜花类,,生鲜类,鲜花
010Y,海鲜水产项目,海鲜水产,,生鲜类,墨鱼/鱿鱼/章鱼
021Y,桔橙项目,生鲜水果,,生鲜类,油甘
021Y,海鲜水产项目,海鲜水产,,生鲜类,虾类
022Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
025Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
025Y,常温水果项目,生鲜水果,,生鲜类,槟榔
027Y,蟹项目,蟹类,万元,生鲜类,大闸蟹
027Y,茶叶项目,茶类,,副食干货类,苦茶
027Y,参茸项目,干货,万元,副食干货类,鹿产品
028Y,肉类熟食项目,生鲜肉类,,生鲜类,鸟肉
028Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
029Y,蔬菜项目,生鲜蔬菜,,生鲜类,番薯
311Y,粮油副食项目,粮油调味,,副食干货类,豆类
316Y,常温水果项目,生鲜水果,,生鲜类,青梅
316Y,常温水果项目,生鲜水果,,生鲜类,椰子
451Y,常温水果项目,生鲜水果,,生鲜类,木瓜
517Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
517Y,禽鱼项目,活体类,万元,生鲜类,虫类
517Y,常温水果项目,生鲜水果,,生鲜类,覆盆莓
531Y,常温水果项目,生鲜水果,,生鲜类,黄皮果
536Y,预制菜项目,熟食类,,副食干货类,熟食海鲜
536Y,预制菜项目,熟食类,,副食干货类,熟食肉类
536Y,常温水果项目,生鲜水果,,生鲜类,蓝靛果
551Y,牛羊肉项目,干货,万元,副食干货类,牛肉干
574Y,葡萄项目,生鲜水果,万元,生鲜类,红提/葡萄
591Y,牛羊肉项目,生鲜肉类,,生鲜类,牛排
595Y,桔橙项目,生鲜水果,,生鲜类,桔子/橘子
595Y,常温水果项目,生鲜水果,,生鲜类,柠檬
755Y,肉类熟食项目,生鲜肉类,,生鲜类,狗肉
757Y,海鲜水产项目,海鲜水产,,生鲜类,鲍鱼
771Y,茶叶项目,中药材,,医药保健,石斛/枫斗
871Y,月饼项目,月饼类,,副食干货类,流心奶黄月饼
871Y,蔬菜项目,生鲜蔬菜,,生鲜类,银耳
871Y,蔬菜项目,生鲜蔬菜,,生鲜类,玉米
871Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸟蛋
871Y,海鲜水产项目,海鲜水产,,生鲜类,海参
931Y,蔬菜项目,生鲜蔬菜,,生鲜类,笋
931Y,肉类熟食项目,生鲜肉类,,生鲜类,鸡肉
991Y,石榴项目,生鲜水果,万元,生鲜类,番石榴/石榴
010Y,常温水果项目,生鲜水果,,生鲜类,红毛丹
010Y,常温水果项目,生鲜水果,,生鲜类,柿子
023Y,滋补品项目,中药材,,医药保健,鹿血
024Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
025Y,预制菜项目,冻食类,,副食干货类,其它冷藏食品
027Y,蔬菜项目,生鲜蔬菜,,生鲜类,折耳根
027Y,干货项目,饮料冲调,,副食干货类,咖啡/奶茶
029Y,蔬菜项目,生鲜蔬菜,,生鲜类,茄子豆角
029Y,蔬菜项目,生鲜蔬菜,,生鲜类,香菇
029Y,茶叶项目,茶类,,副食干货类,花茶
311Y,滋补品项目,中药材,,医药保健,鹿血
351Y,蔬菜项目,生鲜蔬菜,,生鲜类,洋葱
371Y,花卉苗木项目,绿植园艺,万元,农业生产,苗木
371Y,参茸项目,中药材,,医药保健,人参
431Y,苹果项目,生鲜水果,万元,生鲜类,苹果
451Y,肉类熟食项目,生鲜肉类,,生鲜类,鹅肉
510Y,蔬菜项目,生鲜蔬菜,,生鲜类,花菜
510Y,常温水果项目,生鲜水果,,生鲜类,蛋黄果
510Y,常温水果项目,生鲜水果,,生鲜类,覆盆莓
513Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
513Y,禽鱼项目,活体类,万元,生鲜类,虫类
531Y,预制菜项目,冻食类,,副食干货类,其它冷藏食品
532Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
536Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
551Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
574Y,肉类熟食项目,生鲜肉类,,生鲜类,鹅肉
579Y,常温水果项目,生鲜水果,,生鲜类,柿子
591Y,蔬菜项目,生鲜蔬菜,,生鲜类,薄荷
591Y,蔬菜项目,生鲜蔬菜,,生鲜类,葱姜蒜椒
591Y,茶叶项目,茶类,,副食干货类,花茶
752Y,月饼项目,月饼类,,副食干货类,肉类月饼
752Y,牛羊肉项目,生鲜肉类,,生鲜类,羊骨
752Y,禽鱼项目,活体类,万元,生鲜类,虫类
752Y,海鲜水产项目,海鲜水产,,生鲜类,生蚝
752Y,茶叶项目,茶类,,副食干货类,苦茶
755Y,常温水果项目,生鲜水果,,生鲜类,红毛丹
755Y,常温水果项目,生鲜水果,,生鲜类,柿子
755Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
757Y,滋补品项目,中药材,,医药保健,枸杞
757Y,滋补品项目,中药材,,医药保健,鹿鞭
769Y,蔬菜项目,生鲜蔬菜,,生鲜类,黄瓜
769Y,蔬菜项目,生鲜蔬菜,,生鲜类,笋
769Y,常温水果项目,生鲜水果,,生鲜类,人参果
771Y,预制菜项目,冻食类,万元,副食干货类,饺子
791Y,预制菜项目,熟食类,,副食干货类,凉拌菜
791Y,茶叶项目,茶类,,副食干货类,红茶
851Y,月饼项目,月饼类,,副食干货类,肉类月饼
851Y,樱桃项目,生鲜水果,万元,生鲜类,樱桃
851Y,常温水果项目,生鲜水果,,生鲜类,黄皮果
871Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
898Y,禽鱼项目,活体类,,生鲜类,禽类
931Y,蔬菜项目,生鲜蔬菜,,生鲜类,土豆
991Y,常温水果项目,生鲜水果,,生鲜类,无花果
020Y,蔬菜项目,生鲜蔬菜,,生鲜类,玉米
020Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
021Y,肉类熟食项目,干货,万元,副食干货类,肉类干货
022Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
023Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲子莲蓬
024Y,常温水果项目,生鲜水果,,生鲜类,青梅
025Y,常温水果项目,生鲜水果,,生鲜类,菠萝蜜
027Y,蔬菜项目,休闲食品,万元,副食干货类,板栗
028Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
029Y,预制菜项目,熟食类,,副食干货类,熟食蛋类
029Y,杏项目,生鲜水果,万元,生鲜类,杏子
029Y,蔬菜项目,生鲜蔬菜,,生鲜类,花菜
351Y,预制菜项目,熟食类,,副食干货类,香肠火腿
351Y,常温水果项目,生鲜水果,,生鲜类,椰子
371Y,茶叶项目,茶类,,副食干货类,苦茶
431Y,滋补品项目,饮料冲调,万元,副食干货类,蜂蜜
471Y,月饼项目,月饼类,,副食干货类,普通月饼
512Y,蔬菜项目,生鲜蔬菜,,生鲜类,土豆
513Y,月饼项目,月饼类,,副食干货类,肉类月饼
531Y,樱桃项目,生鲜水果,万元,生鲜类,樱桃
531Y,常温水果项目,生鲜水果,,生鲜类,覆盆莓
532Y,海鲜水产项目,海鲜水产,,生鲜类,海胆
532Y,海鲜水产项目,海鲜水产,,生鲜类,鱼杂
532Y,常温水果项目,生鲜水果,,生鲜类,释迦果
536Y,茶叶项目,茶类,,副食干货类,罗汉果
551Y,月饼项目,月饼类,,副食干货类,流心奶黄月饼
551Y,蔬菜项目,生鲜蔬菜,,生鲜类,银耳
551Y,粮油副食项目,粮油调味,万元,副食干货类,五谷杂粮
571Y,海鲜水产项目,海鲜水产,,生鲜类,鱼杂
571Y,茶叶项目,茶类,,副食干货类,罗汉果
574Y,滋补品项目,保健滋补,,医药保健,燕窝
574Y,蔬菜项目,生鲜蔬菜,,生鲜类,冬瓜
579Y,蔬菜项目,生鲜蔬菜,,生鲜类,其它新鲜蔬菜
579Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
731Y,蔬菜项目,生鲜蔬菜,,生鲜类,苁蓉
731Y,梨项目,生鲜水果,万元,生鲜类,梨子
731Y,常温水果项目,生鲜水果,,生鲜类,蓝靛果
760Y,预制菜项目,熟食类,,副食干货类,香肠火腿
791Y,茶叶项目,中药材,,医药保健,石斛/枫斗
851Y,禽鱼项目,活体类,万元,生鲜类,虫类
871Y,蔬菜项目,生鲜蔬菜,,生鲜类,萝卜
871Y,肉类熟食项目,生鲜肉类,,生鲜类,驴肉
898Y,蔬菜项目,生鲜蔬菜,,生鲜类,木耳
898Y,肉类熟食项目,生鲜肉类,,生鲜类,肠
898Y,茶叶项目,茶类,,副食干货类,花茶
991Y,蔬菜项目,生鲜蔬菜,,生鲜类,土豆
991Y,干货项目,休闲食品,,副食干货类,蜜饯果干
010Y,预制菜项目,熟食类,,副食干货类,腊味腊肉
010Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
020Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
020Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸽子蛋/鹌鹑蛋
020Y,茶叶项目,茶类,,副食干货类,茶叶
021Y,草莓项目,生鲜水果,万元,生鲜类,草莓
022Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
023Y,肉类熟食项目,生鲜肉类,,生鲜类,鸟肉
023Y,花卉苗木项目,鲜花类,,生鲜类,鲜花
023Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
027Y,常温水果项目,生鲜水果,,生鲜类,菠萝蜜
027Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
028Y,预制菜项目,熟食类,,副食干货类,熟食菜品
028Y,常温水果项目,生鲜水果,,生鲜类,红毛丹
029Y,茶叶项目,茶类,,副食干货类,龙井
311Y,花卉苗木项目,鲜花类,,生鲜类,鲜花
316Y,常温水果项目,生鲜水果,,生鲜类,榴莲
351Y,常温水果项目,生鲜水果,,生鲜类,橄榄
371Y,海鲜水产项目,生鲜蔬菜,,生鲜类,海带
431Y,牛羊肉项目,生鲜肉类,,生鲜类,羊肉
512Y,桃项目,生鲜水果,万元,生鲜类,黄桃/水蜜桃
512Y,蔬菜项目,生鲜蔬菜,,生鲜类,冬瓜
512Y,蔬菜项目,生鲜蔬菜,,生鲜类,丝瓜
513Y,常温水果项目,生鲜水果,,生鲜类,椰子
517Y,海鲜水产项目,海鲜水产,,生鲜类,刀鱼
517Y,干货项目,饮料冲调,,副食干货类,咖啡/奶茶
531Y,常温水果项目,生鲜水果,,生鲜类,菠萝蜜
532Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
532Y,肉类熟食项目,生鲜肉类,,生鲜类,其它鲜肉
551Y,蔬菜项目,生鲜蔬菜,,生鲜类,苁蓉
551Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲子莲蓬
551Y,海鲜水产项目,海鲜水产,,生鲜类,鲍鱼
551Y,茶叶项目,茶类,,副食干货类,茶叶
571Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
574Y,常温水果项目,生鲜水果,,生鲜类,木瓜
577Y,滋补品项目,中药材,,医药保健,鹿鞭
579Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲子莲蓬
591Y,蔬菜项目,生鲜蔬菜,,生鲜类,茄子豆角
591Y,茶叶项目,茶类,,副食干货类,青茶
592Y,常温水果项目,生鲜水果,,生鲜类,木瓜
595Y,茶叶项目,茶类,,副食干货类,陈皮
760Y,海鲜水产项目,海鲜水产,,生鲜类,海肠
760Y,常温水果项目,生鲜水果,,生鲜类,椰子
769Y,常温水果项目,生鲜水果,,生鲜类,山楂果
771Y,牛羊肉项目,干货,万元,副食干货类,牛肉干
791Y,常温水果项目,生鲜水果,,生鲜类,鲜核桃
791Y,常温水果项目,生鲜水果,,生鲜类,椰子
871Y,蟹项目,蟹类,,生鲜类,梭子蟹
871Y,蔬菜项目,休闲食品,万元,副食干货类,板栗
898Y,蔬菜项目,生鲜蔬菜,,生鲜类,土豆
898Y,海鲜水产项目,海鲜水产,,生鲜类,藻类
991Y,粮油副食项目,粮油调味,万元,副食干货类,五谷杂粮
010Y,海鲜水产项目,海鲜水产,,生鲜类,黄鳝
010Y,常温水果项目,生鲜水果,,生鲜类,山竹
020Y,蔬菜项目,生鲜蔬菜,,生鲜类,银耳
020Y,常温水果项目,生鲜水果,,生鲜类,无花果
023Y,预制菜项目,熟食类,,副食干货类,熟食蛋类
024Y,葡萄项目,生鲜水果,万元,生鲜类,红提/葡萄
025Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
025Y,樱桃项目,生鲜水果,万元,生鲜类,樱桃
025Y,海鲜水产项目,海鲜水产,,生鲜类,刀鱼
027Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲子莲蓬
028Y,蔬菜项目,生鲜蔬菜,,生鲜类,马蹄
028Y,花卉苗木项目,绿植园艺,,农业生产,永生花
028Y,茶叶项目,茶类,,副食干货类,黑茶
311Y,蔬菜项目,生鲜蔬菜,,生鲜类,冬瓜
316Y,茶叶项目,茶类,,副食干货类,普洱
351Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
371Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
451Y,海鲜水产项目,海鲜水产,,生鲜类,贝类
471Y,预制菜项目,冻食类,,副食干货类,汤圆
471Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
471Y,海鲜水产项目,干货,万元,副食干货类,海产干货
471Y,干货项目,干货,万元,副食干货类,蔬菜干货
510Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
510Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
517Y,肉类熟食项目,干货,万元,副食干货类,肉类干货
531Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
536Y,蔬菜项目,生鲜蔬菜,,生鲜类,西红柿/番茄
536Y,海鲜水产项目,海鲜水产,,生鲜类,鱼杂
536Y,茶叶项目,茶类,,副食干货类,黄茶
551Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸽子蛋/鹌鹑蛋
574Y,肉类熟食项目,生鲜肉类,,生鲜类,其它鲜肉
579Y,蔬菜项目,生鲜蔬菜,,生鲜类,银耳
591Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲藕/藕带
591Y,海鲜水产项目,海鲜水产,,生鲜类,生蚝
595Y,柚子项目,生鲜水果,万元,生鲜类,柚子
595Y,常温水果项目,生鲜水果,,生鲜类,橄榄
731Y,预制菜项目,熟食类,,副食干货类,熟食海鲜
752Y,肉类熟食项目,生鲜肉类,,生鲜类,猪肉
752Y,海鲜水产项目,海鲜水产,,生鲜类,虾类
757Y,常温水果项目,生鲜水果,,生鲜类,莲雾/黑金刚莲雾
851Y,蔬菜项目,生鲜蔬菜,,生鲜类,折耳根
851Y,肉类熟食项目,生鲜蛋品,,生鲜类,鹅蛋
851Y,海鲜水产项目,海鲜水产,,生鲜类,藻类
871Y,茶叶项目,茶类,万元,副食干货类,白茶
898Y,预制菜项目,冻食类,万元,副食干货类,饺子
898Y,蔬菜项目,生鲜蔬菜,,生鲜类,葱姜蒜椒
991Y,常温水果项目,生鲜水果,,生鲜类,蔓越莓
010Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
020Y,粮油副食项目,粮油调味,万元,副食干货类,五谷杂粮
022Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
023Y,蔬菜项目,生鲜蔬菜,,生鲜类,南瓜
023Y,肉类熟食项目,生鲜肉类,,生鲜类,狗肉
024Y,瓜项目,生鲜水果,,生鲜类,香瓜/甜瓜
025Y,蟹项目,蟹类,万元,生鲜类,大闸蟹
027Y,蔬菜项目,生鲜蔬菜,,生鲜类,萝卜
028Y,蔬菜项目,生鲜蔬菜,,生鲜类,黄瓜
028Y,海鲜水产项目,海鲜水产,,生鲜类,墨鱼/鱿鱼/章鱼
316Y,常温水果项目,生鲜水果,,生鲜类,木瓜
351Y,海鲜水产项目,海鲜水产,,生鲜类,海肠
431Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
471Y,海鲜水产项目,生鲜蔬菜,,生鲜类,海带
510Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
510Y,常温水果项目,生鲜水果,,生鲜类,柠檬
510Y,茶叶项目,茶类,,副食干货类,龙井
513Y,滋补品项目,中药材,,医药保健,灵芝
532Y,蔬菜项目,生鲜蔬菜,,生鲜类,花菜
532Y,草莓项目,生鲜水果,万元,生鲜类,草莓
536Y,蔬菜项目,生鲜蔬菜,,生鲜类,韭菜
551Y,滋补品项目,中药材,,医药保健,金银花
551Y,常温水果项目,生鲜水果,,生鲜类,柿子
551Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
571Y,预制菜项目,熟食类,,副食干货类,熟食海鲜
571Y,预制菜项目,熟食类,,副食干货类,熟食肉类
571Y,常温水果项目,生鲜水果,,生鲜类,蓝靛果
574Y,茶叶项目,茶类,,副食干货类,黑茶
577Y,滋补品项目,中药材,,医药保健,鹿血
577Y,月饼项目,月饼类,,副食干货类,普通月饼
579Y,肉类熟食项目,生鲜肉类,,生鲜类,猪肉
591Y,肉类熟食项目,生鲜肉类,,生鲜类,肠
591Y,海鲜水产项目,干货,万元,副食干货类,海产干货
591Y,常温水果项目,生鲜水果,,生鲜类,榴莲
595Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
731Y,蔬菜项目,生鲜蔬菜,,生鲜类,菊苣
731Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸽子蛋/鹌鹑蛋
731Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸭蛋
755Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲子莲蓬
757Y,海鲜水产项目,海鲜水产,,生鲜类,海蜇/海蜇头
760Y,月饼项目,月饼类,,副食干货类,肉类月饼
760Y,蟹项目,蟹类,,生鲜类,帝王蟹
769Y,滋补品项目,饮料冲调,万元,副食干货类,蜂蜜
769Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
771Y,海鲜水产项目,海鲜水产,,生鲜类,黄鳝
771Y,常温水果项目,生鲜水果,,生鲜类,香蕉
851Y,海鲜水产项目,海鲜水产,,生鲜类,刀鱼
871Y,海鲜水产项目,生鲜肉类,,生鲜类,泥鳅
898Y,粮油副食项目,粮油调味,万元,副食干货类,五谷杂粮
898Y,海鲜水产项目,海鲜水产,,生鲜类,鲍鱼
931Y,海鲜水产项目,海鲜水产,,生鲜类,螺类
010Y,蔬菜项目,生鲜蔬菜,,生鲜类,菜苗
021Y,禽鱼项目,活体类,,生鲜类,禽类
024Y,滋补品项目,中药材,,医药保健,其它中药材
025Y,月饼项目,月饼类,,副食干货类,流心奶黄月饼
027Y,樱桃项目,生鲜水果,万元,生鲜类,樱桃
027Y,肉类熟食项目,生鲜肉类,,生鲜类,驴肉
028Y,桔橙项目,生鲜水果,万元,生鲜类,橙子
029Y,海鲜水产项目,干货,万元,副食干货类,海产干货
311Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
311Y,肉类熟食项目,生鲜肉类,,生鲜类,蛙肉
316Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
351Y,蔬菜项目,生鲜蔬菜,,生鲜类,西红柿/番茄
371Y,海鲜水产项目,海鲜水产,,生鲜类,海蜇/海蜇头
471Y,蔬菜项目,生鲜蔬菜,,生鲜类,菌菇
512Y,蔬菜项目,生鲜蔬菜,,生鲜类,山药
513Y,其他生鲜项目,生鲜食品,万元,生鲜类,其它生鲜食品
532Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
551Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸭蛋
571Y,牛羊肉项目,生鲜肉类,,生鲜类,牛杂
574Y,常温水果项目,生鲜水果,,生鲜类,菇娘果
579Y,蔬菜项目,生鲜蔬菜,,生鲜类,玉米
579Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸟蛋
591Y,桔橙项目,生鲜水果,,生鲜类,油甘
752Y,花卉苗木项目,绿植园艺,,农业生产,种子种球
755Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸟蛋
755Y,常温水果项目,生鲜水果,,生鲜类,蛋黄果
760Y,肉类熟食项目,生鲜蛋品,,生鲜类,其它蛋类
769Y,海鲜水产项目,海鲜水产,,生鲜类,黄鳝
771Y,蔬菜项目,生鲜蔬菜,,生鲜类,土豆
771Y,常温水果项目,生鲜水果,,生鲜类,柿子
851Y,滋补品项目,中药材,,医药保健,灵芝
851Y,海鲜水产项目,干货,万元,副食干货类,海产干货
871Y,蔬菜项目,生鲜蔬菜,,生鲜类,葫芦
871Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲子莲蓬
898Y,常温水果项目,生鲜水果,,生鲜类,莲雾/黑金刚莲雾
991Y,粮油副食项目,粮油调味,,副食干货类,豆类
010Y,牛羊肉项目,生鲜肉类,,生鲜类,牛杂
010Y,常温水果项目,生鲜水果,,生鲜类,山楂果
010Y,茶叶项目,茶类,万元,副食干货类,白茶
020Y,预制菜项目,熟食类,,副食干货类,腊味腊肉
020Y,常温水果项目,生鲜水果,,生鲜类,莲雾/黑金刚莲雾
021Y,海鲜水产项目,海鲜水产,,生鲜类,鲟鱼
021Y,海鲜水产项目,海鲜水产,,生鲜类,鱼杂
021Y,常温水果项目,生鲜水果,,生鲜类,柿子
023Y,肉类熟食项目,生鲜肉类,,生鲜类,驴肉
025Y,牛羊肉项目,生鲜肉类,,生鲜类,羊杂
025Y,常温水果项目,生鲜水果,,生鲜类,红毛丹
027Y,禽鱼项目,活体类,,生鲜类,活体
029Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
311Y,常温水果项目,生鲜水果,,生鲜类,红毛丹
316Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
316Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
512Y,禽鱼项目,活体类,,生鲜类,禽类
512Y,常温水果项目,生鲜水果,,生鲜类,释迦果
512Y,常温水果项目,生鲜水果,,生鲜类,香蕉
517Y,预制菜项目,熟食类,,副食干货类,熟食海鲜
517Y,蟹项目,蟹类,,生鲜类,帝王蟹
517Y,蟹项目,蟹类,,生鲜类,蟹肉蟹杂
531Y,预制菜项目,熟食类,,副食干货类,凉皮
532Y,海鲜水产项目,海鲜水产,,生鲜类,虾类
532Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
551Y,海鲜水产项目,海鲜水产,,生鲜类,海胆
574Y,预制菜项目,冻食类,,副食干货类,其它冷藏食品
577Y,海鲜水产项目,海鲜水产,,生鲜类,鲟鱼
591Y,滋补品项目,中药材,,医药保健,枸杞
591Y,蔬菜项目,生鲜蔬菜,,生鲜类,菜苗
731Y,海鲜水产项目,海鲜水产,,生鲜类,刀鱼
752Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
757Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
760Y,芒果项目,生鲜水果,万元,生鲜类,芒果
769Y,常温水果项目,生鲜水果,,生鲜类,蔓越莓
871Y,肉类熟食项目,生鲜肉类,,生鲜类,鸡肉
898Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
898Y,粮油副食项目,粮油调味,,副食干货类,面食
898Y,桔橙项目,生鲜水果,万元,生鲜类,橙子
931Y,常温水果项目,生鲜水果,,生鲜类,圣女果
991Y,海鲜水产项目,海鲜水产,,生鲜类,鲟鱼
991Y,海鲜水产项目,生鲜肉类,,生鲜类,泥鳅
021Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
021Y,牛羊肉项目,生鲜肉类,,生鲜类,羊肉
022Y,牛羊肉项目,生鲜肉类,,生鲜类,羊杂
023Y,常温水果项目,生鲜水果,,生鲜类,其它水果
024Y,滋补品项目,饮料冲调,万元,副食干货类,蜂蜜
024Y,蔬菜项目,生鲜蔬菜,,生鲜类,西红柿/番茄
024Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
027Y,其他生鲜项目,生鲜食品,万元,生鲜类,其它生鲜食品
027Y,禽鱼项目,活体类,,生鲜类,观赏类
027Y,茶叶项目,中药材,,医药保健,石斛/枫斗
028Y,常温水果项目,生鲜水果,,生鲜类,山楂果
311Y,蔬菜项目,生鲜蔬菜,,生鲜类,菊苣
371Y,禽鱼项目,活体类,,生鲜类,活体
431Y,蔬菜项目,生鲜蔬菜,,生鲜类,苁蓉
431Y,蔬菜项目,生鲜蔬菜,,生鲜类,南瓜
510Y,蔬菜项目,生鲜蔬菜,,生鲜类,葫芦
510Y,蔬菜项目,生鲜蔬菜,,生鲜类,香菇
510Y,肉类熟食项目,生鲜蛋品,,生鲜类,其它蛋类
510Y,肉类熟食项目,生鲜肉类,,生鲜类,其它鲜肉
510Y,常温水果项目,生鲜水果,,生鲜类,橄榄
510Y,常温水果项目,生鲜水果,,生鲜类,椰子
510Y,茶叶项目,茶类,,副食干货类,青茶
512Y,预制菜项目,熟食类,,副食干货类,凉拌菜
517Y,蔬菜项目,生鲜蔬菜,,生鲜类,折耳根
517Y,常温水果项目,生鲜水果,,生鲜类,人参果
536Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
536Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸟蛋
536Y,牛羊肉项目,生鲜肉类,,生鲜类,牛杂
536Y,海鲜水产项目,生鲜肉类,,生鲜类,泥鳅
536Y,瓜项目,生鲜水果,万元,生鲜类,哈密瓜
551Y,海鲜水产项目,海鲜水产,,生鲜类,海兔子
571Y,海鲜水产项目,海鲜水产,,生鲜类,虾类
574Y,茶叶项目,茶类,,副食干货类,普洱
591Y,桃项目,生鲜水果,万元,生鲜类,黄桃/水蜜桃
